EPISODE_ID,EVENT_ID,EPISODE_NARRATIVE,EVENT_NARRATIVE
114118,685058,"The most damaging severe weather outbreak in Middle Tennessee since the December 23, 2015 Tornado Outbreak struck during the morning hours on March 1, 2017. A line of strong to severe thunderstorms with embedded circulations, known as a Quasi-Linear Convective System (or QLCS), moved rapidly across Middle Tennessee at 60-70 mph from west to east between 6 AM and 10 AM CST. Additional severe thunderstorms developed later in the morning and affected areas of southern Middle Tennessee from the late morning into the early afternoon hours. Widespread damaging winds were reported in nearly every county along and north of I-40 across Middle Tennessee, with winds estimated up to 90 mph in some areas. These intense downburst winds caused 3 injuries - two in Clarksville when a tree fell on a mobile home, and one in Lavergne when a tractor trailer flipped over. In addition to the damaging winds, 7 confirmed tornadoes also touched down from the Nashville metro area eastward to the Upper Cumberland, damaging hundreds of homes and businesses. Several reports of large hail were also received in parts of southern Middle Tennessee.","A NWS storm survey found an approximately 6.5 mile long by one quarter mile wide swath of wind damage stretching from just west of downtown Portland eastward around 6 miles to just east of Parker Road. Large tree limbs were blown down on McGlothin Street, and power poles were reportedly snapped on Highway 109 according to emergency management. The metal roof was blown off a church at Market and Russell Streets, and sheet metal roofing was blown off an outbuilding on Old Westmoreland Road. A large tree snapped and fell on a home at 633 Highway 52. Farther to the east, a large pine tree was also snapped on Jaska Ann Circle, and a carport was blown over on Staggs Drive. Winds were estimated up to 65 mph."
114735,688255,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",A tree fell on a storage building.
114683,687937,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",A Facebook report indicated the roof was blown off a home on Lytle Creek Road.
114683,687951,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",Quarter size hail was reported along Highway 53.
114683,687917,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",Several trees were blown down across Marshall County and a small barn roof was blown off into a roadway.
114683,687956,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",A home suffered roof damage in the 2000 block of Pigeon Hill Road.
114683,687965,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",A wind gust of 54 knots (62 mph) was measured at the McMinnville Airport AWOS.
114735,688221,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.","A microburst caused considerable wind damage in the Double Springs area. Multiple power poles and power lines were blown down and a barn was damaged along Highway 70 just east of Dyer Grimes Road. Several trees were blown down and siding was torn off a few homes on Locust Grove Road, Samuel Drive, Pippin Road, Flatt Road, Thomas Road, Peach Orchard Road, and Chester King Road."
114683,687896,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",Photos showed hail up to golf ball size fell near Summertown.
114735,688210,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",Nickel size hail was reported on the south side of White House.
114735,688238,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.","A few trees were blown down outside of Celina on Highway 53 South, Highway 52, and Cedar Hill Road."
114735,688240,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",A few trees were blown down near Nunnelly.
114683,687954,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",Two trees were blown down on Smartt Station Road.
114683,687904,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",The metal roof was blown off a building next to the fire station in Ethridge.
114735,688215,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",Roof damage was reported to a hanger at the Smyrna Airport.
114735,688216,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",WSMV-TV reported large trees blown down in Gallatin.
114683,687931,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",Three power poles were snapped on Barfield Road.
114683,687960,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).","Warren County Emergency Management reported widespread wind damage in and around McMinnville. The roof was blown off a building at the corner of Lyon and Sparta Streets, and a trained spotter reported roof and siding damage to his home. in the 200 block of Bonner Street. A home in the 200 block of Sparta Street also suffered roof damage. Trees fell on houses at 4113 Old Nashville Highway, 211 Westwood Drive, and Cascade Avenue. A tree also fell onto three vehicles at 105 Whiteoak Drive. Numerous trees and power lines were blown down in other areas with several roadways blocked."
114735,688241,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",Dime to quarter size hail was reported in Nunnelly.
114118,686035,"The most damaging severe weather outbreak in Middle Tennessee since the December 23, 2015 Tornado Outbreak struck during the morning hours on March 1, 2017. A line of strong to severe thunderstorms with embedded circulations, known as a Quasi-Linear Convective System (or QLCS), moved rapidly across Middle Tennessee at 60-70 mph from west to east between 6 AM and 10 AM CST. Additional severe thunderstorms developed later in the morning and affected areas of southern Middle Tennessee from the late morning into the early afternoon hours. Widespread damaging winds were reported in nearly every county along and north of I-40 across Middle Tennessee, with winds estimated up to 90 mph in some areas. These intense downburst winds caused 3 injuries - two in Clarksville when a tree fell on a mobile home, and one in Lavergne when a tractor trailer flipped over. In addition to the damaging winds, 7 confirmed tornadoes also touched down from the Nashville metro area eastward to the Upper Cumberland, damaging hundreds of homes and businesses. Several reports of large hail were also received in parts of southern Middle Tennessee.","Using Google Earth high resolution satellite imagery along with OHX and TBNA radar data, an EF-0 tornado was determined to have touched down 6.6 miles west of Watertown north of Burnt House Road. This tornado then moved due east across Cainsville Road and rural areas north of Beech Log Road before dissipating into a severe downburst south of Taylor Road, around 3.3 miles west of Watertown. Dozens of trees were snapped and uprooted in all directions in a clearly convergent pattern along the path. One outbuilding was destroyed near a home on Cainsville Road with debris blown towards the north. With most of the path over inaccessible rural areas of Wilson County with no roads, this tornado could only have been determined using the high resolution satellite imagery."
114683,687938,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",Quarter size and larger hail was reported on Manchester Pike near Murfreesboro.
114683,687892,"A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.||Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).||Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",
114735,688260,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",Widespread tree damage was reported across Macon County.
114735,688280,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",Public reported hail of golf ball size with a few stones up to tennis ball size just south of highway 412 along the Tennessee River.
114118,686873,"The most damaging severe weather outbreak in Middle Tennessee since the December 23, 2015 Tornado Outbreak struck during the morning hours on March 1, 2017. A line of strong to severe thunderstorms with embedded circulations, known as a Quasi-Linear Convective System (or QLCS), moved rapidly across Middle Tennessee at 60-70 mph from west to east between 6 AM and 10 AM CST. Additional severe thunderstorms developed later in the morning and affected areas of southern Middle Tennessee from the late morning into the early afternoon hours. Widespread damaging winds were reported in nearly every county along and north of I-40 across Middle Tennessee, with winds estimated up to 90 mph in some areas. These intense downburst winds caused 3 injuries - two in Clarksville when a tree fell on a mobile home, and one in Lavergne when a tractor trailer flipped over. In addition to the damaging winds, 7 confirmed tornadoes also touched down from the Nashville metro area eastward to the Upper Cumberland, damaging hundreds of homes and businesses. Several reports of large hail were also received in parts of southern Middle Tennessee.","Based on reports and photos from a trained spotter along with radar data, a swath of wind damage struck a farm along Enoch Road just south of Little Blue Creek Road, then continued northeast across Little Blue Creek Road. An outbuilding was destroyed and two large farm buildings suffered roof damage, with debris from the buildings blown eastward across Enoch Road. Several trees were also blown down at the farm. Farther to the east, several more trees were blown down along a bend in Little Blue Creek Road. Based on radar data and a slight convergent pattern in the debris, this may have been a brief EF-0 tornado."
114118,685074,"The most damaging severe weather outbreak in Middle Tennessee since the December 23, 2015 Tornado Outbreak struck during the morning hours on March 1, 2017. A line of strong to severe thunderstorms with embedded circulations, known as a Quasi-Linear Convective System (or QLCS), moved rapidly across Middle Tennessee at 60-70 mph from west to east between 6 AM and 10 AM CST. Additional severe thunderstorms developed later in the morning and affected areas of southern Middle Tennessee from the late morning into the early afternoon hours. Widespread damaging winds were reported in nearly every county along and north of I-40 across Middle Tennessee, with winds estimated up to 90 mph in some areas. These intense downburst winds caused 3 injuries - two in Clarksville when a tree fell on a mobile home, and one in Lavergne when a tractor trailer flipped over. In addition to the damaging winds, 7 confirmed tornadoes also touched down from the Nashville metro area eastward to the Upper Cumberland, damaging hundreds of homes and businesses. Several reports of large hail were also received in parts of southern Middle Tennessee.","An NWS Storm Survey along with Google Earth high resolution satellite data and radar data determined a high end EF-1 tornado touched down in Wilson County just north of Highway 70 (Sparta Pike) in far western Watertown, then curved northeast and east across the northern fringes of the town. One home suffered considerable roof damage at 7077 Sparta Pike and a carport was destroyed at a neighboring home. Another mobile home had most of its metal roof blown off on Linwood Road and several trees were blown down on both sides of the roadway. The tornado intensified as it crossed New Town Road where 2 homes suffered roof damage and dozens of trees were snapped or uprooted in all directions. Another home had roof damage on Parkenson Road where many more trees were snapped and uprooted. The most severe damage occurred along South Commerce Road, where one home suffered considerable roof and siding damage, and the attached garage was knocked off the slab foundation and collapsed. However, the garage was not properly attached to the foundation. An adjacent barn was completely destroyed with debris blown over 200 yards to the southeast. Another barn further south on South Commerce Road was heavily damaged, and the wastewater plant across the road received minor damage. East of South Commerce Road, two wooden TVA high transmission power poles were snapped. A home sustained minor roof damage and a greenhouse was destroyed on the west side of Holmes Gap Road, while another home suffered heavy roof damage and an outbuilding was destroyed on the east side of the roadway. The tornado then weakened as it continued eastward, but still continued to blow down dozens of trees. An outbuilding suffered minor damage south of Hudson Road, and a large outbuilding was destroyed farther east at 850 Haley Road. Numerous more trees continued to be blown down across rural forests and fields to the east before the tornado crossed into Smith County.||In Smith County, the tornado caused EF-0 damage as it crossed Holmes Gap Road around 2 miles southwest of Brush Creek. Two old barns sustained damage on the west side of the roadway, while another barn on the east side was destroyed. Numerous tree were also blown down in the area. The tornado continued to blow down trees in forests to the north of Switchboard Road before dissipating into a large downburst that affected areas south of Brush Creek."
114735,688217,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",A couple of trees were blown down on Epperson Springs Road.
114735,688226,"Numerous showers and thunderstorms, many of which were strong to severe and included a few supercells, moved across Middle Tennessee during the afternoon and evening hours on Monday, March 27. Several reports of large hail up to 3 inches in diameter and wind damage to trees and buildings were received across the area, and one EF1 tornado was confirmed to touch down in Perry and Lewis Counties.",A power line was blown down on Earnest Looper Road.
