YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202003,146903,883176,3,0.5,WNW,GRAVELTOWN,36.3528,-85.9583,3621168,8557498
202003,146903,883176,4,0.57,NW,GRAVELTOWN,36.3554,-85.9577,3621324,8557462
202003,146903,883176,5,0.68,NW,GRAVELTOWN,36.3557,-85.96,3621342,8557600
202004,147845,890191,1,1.9,SW,BERCLAIR,35.1319,-89.9454,357914,8956724
202003,146904,883208,1,0.0,N,BELL BUCKLE,35.58,-86.37,3534800,8622200
202004,147741,889142,1,0.0,N,COTTAGE GROVE,36.38,-88.48,3622800,8828800
202003,146901,883012,1,2.11,WNW,DENNY SEMINARY,36.1603,-85.8056,369618,8548336
202003,146901,883012,2,0.63,S,GENTRY,36.1711,-85.7479,3610266,8544874
202003,146903,883170,4,2.75,ESE,CAMPBELLSVILLE,35.3093,-87.0883,3518558,875298
202003,146903,883170,1,2.47,SE,YOKLEY,35.3991,-87.0845,3523946,875070
202003,146903,883170,2,2.64,E,BIVENS,35.4017,-86.9231,3524102,8655386
202003,146903,883170,3,1.67,S,BLUE CREEK,35.3061,-86.9344,3518366,8656064
202003,146903,883171,1,1.74,NNE,NORTH XRDS,35.3445,-87.343,3520670,8720580
202003,146903,883171,2,1.76,NNE,NORTH XRDS,35.3445,-87.3415,3520670,8720490
202003,146903,883171,3,1.54,NNE,NORTH XRDS,35.3414,-87.342,3520484,8720520
202003,146903,883171,4,1.53,NNE,NORTH XRDS,35.3414,-87.3431,3520484,8720586
202003,146903,883174,2,1.7,N,CENTERVILLE,36.3044,-86.2154,3618264,8612924
202003,146903,883174,3,1.18,N,CENTERVILLE,36.297,-86.2171,3617820,8613026
202003,146903,883174,4,1.18,N,CENTERVILLE,36.2971,-86.2202,3617826,8613212
202003,146903,883174,5,1.41,N,CENTERVILLE,36.3003,-86.2217,3618018,8613302
202003,146903,883174,1,1.68,N,CENTERVILLE,36.3044,-86.219,3618264,8613140
202001,145636,874581,1,0.0,N,FOWLKES,35.97,-89.42,3558200,8925200
202003,146904,883191,1,0.0,N,LEOMA,35.17,-87.35,3510200,8721000
202003,146904,883192,1,0.75,S,LEWISBURG,35.4392,-86.8016,3526352,8648096
202003,146904,883193,1,1.03,SSE,LEWISBURG,35.4357,-86.7948,3526142,8647688
202004,147741,889143,1,0.0,N,PARIS,36.3,-88.32,3618000,8819200
202003,146904,883194,1,2.3,E,FALL CREEK,35.5738,-86.5094,3534428,8630564
202003,146901,883048,1,0.9,SW,RINNIE,36.1399,-85.0401,368394,852406
202003,146901,883048,2,6.85,NNE,PEAVINE,36.1243,-84.8619,367458,8451714
202003,146901,883009,1,1.31,NW,GRANT,36.192,-86.0981,3611520,865886
202003,146901,883009,2,1.66,NNW,LANCASTER HILL,36.1525,-85.8904,369150,8553424
202004,147845,890696,1,0.97,SSE,HURLEY,35.1382,-88.3606,358292,8821636
202004,147845,890698,1,0.7,SW,FOREST HILL,35.0636,-89.7796,353816,8946776
202003,146904,883205,1,1.13,SW,BOMAR ARPT,35.5596,-86.4656,3533576,8627936
202004,147741,890009,2,0.0,N,MICHIE,35.05,-88.45,353000,8827000
202004,147741,890009,1,0.0,N,EASTVIEW,35.08,-88.55,354800,8833000
202003,146904,883206,1,0.75,SW,SHELBYVILLE,35.4712,-86.4779,3528272,8628674
202003,146904,883207,1,0.69,SSE,BOMAR ARPT,35.5603,-86.4468,3533618,8626808
202003,146904,883209,1,2.25,ESE,BOMAR ARPT,35.5606,-86.4117,3533636,8624702
202004,147925,890797,1,0.66,E,BARTLETT,35.2,-89.8683,3512000,8952098
202001,145636,874711,1,0.45,SSW,BINGHAMTON,35.1438,-89.9823,358628,8958938
202003,146901,882999,1,3.9,SSW,SCOTTSBORO,36.1717,-86.9562,3610302,8657372
202003,146901,882999,2,1.6,E,STONE RIVER,36.1767,-86.5717,3610602,8634302
202003,146901,883007,2,2.9,N,COMMERCE,36.192,-86.0981,3611520,865886
202003,146901,883007,1,3.3,WSW,MT JULIET,36.1767,-86.5717,3610602,8634302
202003,145413,883246,1,2.18,SE,CAPITOL HILL,35.28,-86.04,3516800,862400
202003,145413,883246,2,1.8,SW,GUM CREEK,35.2801,-86.0206,3516806,861236
202003,145413,883246,3,1.89,NW,OAK GROVE,35.2714,-86.0209,3516284,861254
202003,145413,883246,4,2.27,SE,CAPITOL HILL,35.2739,-86.0456,3516434,862736
202003,145413,883247,1,0.56,E,CENTER GROVE,35.32,-86.22,3519200,8613200
202003,145413,883247,2,0.27,N,CENTER GROVE,35.3239,-86.2298,3519434,8613788
202003,145413,883247,3,0.61,S,CENTER GROVE,35.3111,-86.2298,3518666,8613788
202003,145413,883247,4,0.86,SE,CENTER GROVE,35.3108,-86.2197,3518648,8613182
202003,145413,883248,1,1.38,S,CENTER GROVE,35.3,-86.23,3518000,8613800
202003,145413,883248,2,1.47,SSE,CENTER GROVE,35.2995,-86.2232,3517970,8613392
202003,145413,883248,3,1.74,SSE,CENTER GROVE,35.2955,-86.2233,3517730,8613398
202003,145413,883248,4,1.63,S,CENTER GROVE,35.2965,-86.2314,3517790,8613884
202003,145413,883249,1,0.89,NW,ROWARK COVE,35.26,-85.94,3515600,8556400
202003,145413,883249,2,1.24,NW,ROWARK COVE,35.2643,-85.9433,3515858,8556598
202003,145413,883249,3,1.24,ESE,ALTO,35.2623,-85.9501,3515738,8557006
202003,145413,883249,4,1.01,WNW,ROWARK COVE,35.2563,-85.9461,3515378,8556766
202003,145040,870999,1,1.49,SSE,FRENCH MILL,36.0,-83.49,3600,8329400
202003,145040,871000,1,3.97,E,CLINTON,36.11,-84.06,366600,843600
202003,145040,871001,1,2.63,WNW,SHADY GROVE,36.12,-84.71,367200,8442600
202003,145040,871002,1,3.94,ENE,FRANKFORT,36.13,-84.74,367800,8444400
202003,145040,871006,1,1.31,ENE,PEDIGO,36.11,-83.98,366600,8358800
202003,145040,871007,1,2.67,SW,BRANCH HILL,35.94,-84.23,3556400,8413800
202003,145040,871008,1,2.88,WNW,BYRDS CHAPEL,35.93,-84.22,3555800,8413200
202003,145040,871306,1,1.25,ENE,LANCING,36.1264,-84.799,367584,8447940
202003,145040,871306,2,3.96,WNW,SHADY GROVE,36.1264,-84.733,367584,8443980
202003,145519,873808,1,0.89,NW,GLENMARY,36.33,-84.63,3619800,8437800
202003,145519,873809,1,2.82,NNE,DEAN,36.39,-84.34,3623400,8420400
202003,145413,880874,1,1.14,ESE,GREENHAW,35.221,-86.003,3513260,86180
202003,145413,880866,1,1.19,S,ROWARK COVE,35.2329,-85.9276,3513974,8555656
202003,145413,880868,1,1.06,S,ROWARK COVE,35.2348,-85.9271,3514088,8555626
202003,145519,873810,1,1.32,WSW,CAGLE,35.46,-85.49,3527600,8529400
202003,145519,873811,1,1.78,NE,SUMMER CITY,35.6,-85.1,3536000,856000
202003,145519,873812,1,0.89,NE,LUMINARY,35.71,-84.99,3542600,8459400
202003,145519,873813,1,0.89,SW,FIVE PTS,35.44,-85.03,3526400,851800
202003,145519,873814,1,0.0,N,SPRING CITY,35.7,-84.87,3542000,8452200
202003,145519,873815,1,1.49,NNE,SPRING CITY,35.72,-84.86,3543200,8451600
202001,145636,874736,1,0.42,SSE,BRADEN,35.3745,-89.5768,3522470,8934608
202001,145636,874736,2,2.63,NE,BRADEN,35.4089,-89.5497,3524534,8932982
202001,145636,874943,1,2.29,WNW,CONCORD,35.9444,-88.4069,3556664,8824414
202001,145636,874943,2,1.43,NW,CONCORD,35.9435,-88.3895,3556610,8823370
202003,145413,880867,1,0.76,E,ROWARK COVE,35.2482,-85.9167,3514892,8555002
202003,145413,880861,1,1.01,SW,ROWARK COVE,35.2414,-85.9444,3514484,8556664
202003,145413,880864,1,1.99,SE,OAK GROVE,35.2314,-85.973,3513884,8558380
202003,145413,880711,1,1.49,SSW,GREENHAW,35.21,-86.03,3512600,861800
202003,145413,880865,1,1.44,W,GREENHAW,35.2277,-86.0454,3513662,862724
202003,145519,873816,1,0.89,SE,ST CLAIR,35.72,-84.81,3543200,8448600
202003,145519,873817,1,3.45,N,WATTS BAR LAKE SOUTH,35.73,-84.73,3543800,8443800
202003,145519,873818,1,0.89,SE,LAUREL BLUFF,35.79,-84.51,3547400,8430600
202003,145519,873819,1,0.0,N,POPLAR SPGS,35.87,-84.42,3552200,8425200
202003,145519,873820,1,2.36,NNE,FT LOUDOUN LAKE,35.8,-84.18,3548000,8410800
202003,145519,873821,1,1.31,ESE,COWARDS,35.94,-84.06,3556400,843600
202001,145636,874737,1,3.0,W,MILLINGTON,35.35,-89.9532,3521000,8957192
202003,145413,880871,1,0.33,E,DECHERD,35.22,-86.0741,3513200,864446
202003,145413,880702,1,1.83,ESE,OWL HOLLOW,35.19,-86.15,3511400,869000
202003,145413,880873,1,1.47,S,ESTILL SPGS ARPT,35.2488,-86.1506,3514928,869036
202003,145413,880703,1,1.38,S,ESTILL SPGS ARPT,35.25,-86.15,3515000,869000
202003,145413,880863,1,1.68,WNW,WINCHESTER,35.1909,-86.1466,3511454,868796
202003,145519,873822,1,0.56,E,BLUE GRASS,35.87,-84.06,3552200,843600
202003,145519,873823,1,0.89,SW,FARRAGUT,35.87,-84.18,3552200,8410800
202003,145519,873824,1,0.56,E,ALNWICK,35.75,-84.04,3545000,842400
202003,145519,873825,1,0.56,E,SOUTH KNOXVILLE,35.93,-83.91,3555800,8354600
202003,145519,873826,1,0.0,N,PLAINFIELD,35.78,-83.95,3546800,8357000
202003,145519,873827,1,0.69,S,LAKE FOREST,35.91,-83.87,3554600,8352200
202001,145636,874798,1,2.82,WNW,ROSE CREEK,35.2125,-88.7476,3512750,8844856
202001,145636,874798,2,1.03,SE,MILLEDGEVILLE,35.3583,-88.3687,3521498,8822122
202001,145636,874664,1,1.59,E,EBENEZER,36.3671,-89.1916,3622026,8911496
202001,145636,874664,2,1.32,WNW,MC ANNA,36.3885,-89.1712,3623310,8910272
202003,145413,880701,1,0.84,SE,GREENHAW,35.2211,-86.0098,3513266,86588
202003,145413,880701,2,0.8,S,ROWARK COVE,35.2385,-85.9285,3514310,8555710
202003,145519,873828,1,2.23,W,ALPHA,36.18,-83.42,3610800,8325200
202003,145519,873829,1,0.89,NW,JEFFERSON CITY,36.13,-83.49,367800,8329400
202003,145519,873830,1,0.69,N,MARYVILLE,35.76,-83.97,3545600,8358200
202003,145519,873831,1,1.12,E,BUNGALOW TOWN,35.77,-83.98,3546200,8358800
202003,145519,873832,1,0.56,W,RUTLEDGE,36.28,-83.51,3616800,8330600
202003,145519,873833,1,1.31,WNW,ALPHA,36.19,-83.4,3611400,8324000
202001,145636,874942,1,1.4,SW,SOUTH MIDWAY,36.2683,-88.4904,3616098,8829424
202001,145636,874942,2,1.67,E,ELKHORN,36.3294,-88.14,3619764,888400
202003,146553,880695,1,0.0,N,BOONSHILL,35.22,-86.75,3513200,8645000
202003,146553,880696,1,2.9,ENE,CHESTNUT RIDGE,35.34,-86.5,3520400,8630000
202003,146553,880697,1,2.15,NNE,RAYSVILLE,35.36,-86.31,3521600,8618600
202003,146553,880698,1,4.97,NNE,CUMBERLAND SPGS,35.4,-86.28,3524000,8616800
202003,146553,880699,1,1.49,NNE,MARBLE HILL,35.22,-86.32,3513200,8619200
202003,146553,880700,1,0.69,S,BRUNER CROSSING,35.24,-86.12,3514400,867200
202003,145413,880704,1,0.64,S,ESTILL SPGS,35.2608,-86.1291,3515648,867746
202003,145413,880705,1,0.69,S,DECHERD,35.21,-86.08,3512600,864800
202003,145413,880706,1,0.56,W,WINCHESTER MUNI ARPT,35.18,-86.08,3510800,864800
202003,145413,880707,1,0.56,E,DECHERD,35.22,-86.07,3513200,864200
202003,145413,880708,1,2.36,NNE,DECHERD,35.25,-86.06,3515000,863600
202003,145519,873834,1,0.89,SW,MORRISTOWN,36.21,-83.29,3612600,8317400
202003,145519,873835,1,0.0,N,DANDRIDGE,36.02,-83.42,361200,8325200
202003,145519,873836,1,1.49,SSW,NEEDMORE,36.28,-83.16,3616800,839600
202003,145519,873837,1,1.49,NNE,AMIS,36.44,-82.94,3626400,8256400
202003,145519,873838,1,1.31,WNW,GREENEVILLE,36.18,-82.85,3610800,8251000
202003,145519,873839,1,0.89,SE,GRAVELLY HILL,36.09,-83.47,365400,8328200
202001,145636,874944,1,0.0,N,HOLLOW ROCK,36.03,-88.28,361800,8816800
202003,145413,880709,1,1.13,W,GREENHAW,35.23,-86.04,3513800,862400
202003,145413,880710,1,2.36,NNW,GREENHAW,35.26,-86.04,3515600,862400
202003,145413,880712,1,0.69,S,GREENHAW,35.22,-86.02,3513200,861200
202003,145413,880713,1,1.32,ENE,ALTO,35.28,-85.95,3516800,8557000
202003,145413,880869,1,0.77,SW,GREENHAW,35.2229,-86.0305,3513374,861830
202003,145519,873840,1,1.32,WSW,HATCHERTOWN,35.72,-83.65,3543200,8339000
202003,145519,873841,1,0.89,SW,PITNER,35.87,-83.76,3552200,8345600
202003,145519,873842,1,0.56,E,HOWARD HILL,36.55,-82.56,3633000,8233600
202003,145519,873843,1,0.56,W,SULPHUR SPGS,36.35,-82.54,3621000,8232400
202003,145519,873844,1,0.56,W,CEDAR GROVE,36.48,-82.19,3628800,8211400
202001,145636,874750,1,3.49,SE,WILLISTON,35.1294,-89.3431,357764,8920586
202001,145636,874750,2,4.03,ESE,WILLISTON,35.1463,-89.3148,358778,8918888
202003,145413,880875,1,0.56,W,WINCHESTER MUNI ARPT,35.18,-86.0799,3510800,864794
202003,145413,883239,1,1.32,ENE,CENTER GROVE,35.33,-86.21,3519800,8612600
202003,145413,883239,2,1.86,ENE,CENTER GROVE,35.3302,-86.1995,3519812,8611970
202003,145413,883239,3,1.72,E,CENTER GROVE,35.3235,-86.1998,3519410,8611988
202003,145413,883239,4,0.94,ENE,CENTER GROVE,35.3245,-86.2142,3519470,8612852
202003,145413,883240,1,0.56,E,WILDER CHAPEL,35.3,-85.96,3518000,8557600
202003,145413,883240,2,0.83,ESE,WILDER CHAPEL,35.295,-85.9565,3517700,8557390
202003,145413,883240,3,0.55,SE,WILDER CHAPEL,35.295,-85.9623,3517700,8557738
202003,145413,883240,4,0.39,E,WILDER CHAPEL,35.3,-85.9631,3518000,8557786
202003,145413,883241,1,0.89,NW,OAK GROVE,35.26,-86.01,3515600,86600
202003,145413,883241,2,0.29,NNE,OAK GROVE,35.2541,-85.9986,3515246,8559916
202003,145413,883241,3,0.74,W,OAK GROVE,35.2503,-86.0132,3515018,86792
202003,145413,883241,4,1.07,WNW,OAK GROVE,35.2569,-86.017,3515414,861020
202003,145413,883243,1,1.32,ENE,ESTILL SPGS,35.28,-86.11,3516800,866600
202003,145413,883243,2,1.71,ENE,ESTILL SPGS,35.2771,-86.1009,3516626,866054
202003,145413,883243,3,1.32,E,ESTILL SPGS,35.2717,-86.1067,3516302,866402
202003,145413,883243,4,1.06,NE,ESTILL SPGS,35.2789,-86.1148,3516734,866888
202001,145636,874753,1,0.0,N,GREENFIELD,36.15,-88.8,369000,8848000
202001,145636,874759,1,0.0,N,GLEASON,36.22,-88.62,3613200,8837200
202001,145636,874656,1,0.27,E,BINGHAMTON,35.15,-89.9753,359000,8958518
202001,145636,874656,2,0.36,E,BINGHAMTON,35.1505,-89.9736,359030,8958416
202003,145040,878502,1,2.0,SSW,WHITE PINE,36.0933,-83.2937,365598,8317622
202003,145040,878502,2,1.0,SW,WHITE PINE,36.1098,-83.2927,366588,8317562
202003,145040,878502,3,0.0,SE,WHITE PINE,36.12,-83.28,367200,8316800
202003,145040,878502,4,1.0,SE,WHITE PINE,36.1098,-83.2673,366588,8316038
202001,145636,874965,1,0.0,N,PARSONS,35.65,-88.13,3539000,887800
202001,145636,874754,2,1.76,ESE,HILLSIDE,36.2573,-88.8027,3615438,8848162
202001,145636,874754,1,1.69,ESE,HILLSIDE,36.2574,-88.8041,3615444,8848246
202001,145636,874945,1,0.0,N,BRUCETON,36.03,-88.25,361800,8815000
202005,147645,888471,1,3.42,WSW,ALPHA,36.17,-83.44,3610200,8326400
202005,147645,888472,1,1.31,ESE,CHEROKEE,36.19,-83.48,3611400,8328800
202002,146278,878858,1,0.42,ESE,PEA RIDGE,35.2171,-87.4635,3513026,8727810
202002,146278,878874,1,1.56,E,BARNES STORE,35.6669,-86.1525,3540014,869150
202002,146278,879109,3,2.77,E,SPRING HILL,35.7485,-86.8807,3544910,8652842
202002,146278,879109,4,1.28,W,WATER VLY,35.772,-87.2027,3546320,8712162
202002,146278,879109,1,3.95,W,MT JOY,35.5225,-87.3396,3531350,8720376
202002,146278,879109,2,0.86,SE,CULLEOKA,35.4719,-86.9684,3528314,8658104
202002,146311,879133,1,1.29,NW,FRANKEWING,35.2148,-86.8839,3512888,8653034
202002,146311,879132,1,2.24,NE,FIVE PTS,35.2004,-86.9192,3512024,8655152
202002,146311,879132,2,1.19,WNW,FRANKEWING,35.2073,-86.889,3512438,8653340
202002,146311,879129,1,0.3,NW,PEPPERTOWN,35.0026,-87.4043,35156,8724258
202002,146311,879129,2,1.89,NNE,PEACH,35.0768,-87.2231,354608,8713386
202002,146311,879139,1,0.86,WSW,CROSS BRIDGES,35.6174,-87.235,3537044,8714100
202002,146311,879142,1,2.59,S,MARVIN CHAPEL,35.433,-85.8634,3525980,8551804
202002,146278,878857,1,2.46,SW,GAITHERVILLE,35.223,-87.3984,3513380,8723904
202002,146278,878857,2,2.83,NE,LAWRENCEBURG ARPT,35.2624,-87.2192,3515744,8713152
202005,146484,880218,1,1.69,W,DUNLAP,35.38,-85.41,3522800,8524600
202005,146812,882524,1,0.89,SE,DALLAS HILLS,35.21,-85.14,3512600,858400
202005,147648,888476,1,0.56,W,SURGOINSVILLE,36.47,-82.86,3628200,8251600
202005,146484,880220,1,2.9,WSW,GRIFFITH CREEK,35.27,-85.6,3516200,8536000
202005,146484,880221,1,1.38,N,CHATANOOGA MUNI ARPT,35.2,-85.18,3512000,8510800
202005,146484,880222,1,2.18,NW,CUMBERLAND SPG,35.54,-85.06,3532400,853600
202005,146484,880223,1,1.32,WNW,CHATANOOGA MUNI ARPT,35.19,-85.2,3511400,8512000
202005,146484,880224,1,0.89,SE,SPRING CITY,35.69,-84.86,3541400,8451600
202005,146484,880226,1,0.89,NE,BELL FOUNT,35.26,-84.79,3515600,8447400
202005,146484,880227,1,1.12,E,DEER LODGE,36.2,-84.73,3612000,8443800
202005,146484,880228,1,2.35,WNW,PENNINE,35.64,-84.94,3538400,8456400
202003,146520,880547,1,0.68,S,DAVIDSON CHAPEL,36.0101,-88.8502,36606,8851012
202006,148058,891528,1,0.56,E,FRIENDS STATION,36.1,-83.57,366000,8334200
202006,148058,891529,1,1.78,NE,EUREKA,35.29,-84.85,3517400,8451000
202006,148058,891530,1,0.56,E,WHITES MILL,35.37,-84.69,3522200,8441400
202006,148058,891531,1,0.56,W,NEW LINE,36.2,-83.34,3612000,8320400
202006,148058,891532,1,1.31,ENE,RUSSELLVILLE,36.26,-83.18,3615600,8310800
202004,147669,888578,1,1.65,NE,CLIFTON HASSELL ARPT,35.3977,-87.9502,3523862,8757012
202004,147669,888579,1,0.0,N,WAYNESBORO,35.32,-87.77,3519200,8746200
202004,147669,888581,1,0.0,N,WAYNESBORO,35.32,-87.77,3519200,8746200
202004,147669,888583,1,2.52,ENE,LODI,35.243,-87.5283,3514580,8731698
202004,147669,888585,1,0.0,N,MT JULIET,36.2,-86.52,3612000,8631200
202004,147669,888586,1,0.69,NNW,CREWSTOWN,35.1886,-87.4564,3511316,8727384
202004,147669,888588,1,8.0,S,LEOMA,35.0542,-87.35,353252,8721000
202004,147669,888591,1,2.95,WSW,FALLRIVER,35.1066,-87.2637,356396,8715822
202006,148058,891533,1,0.56,E,ATHENS,35.45,-84.59,3527000,8435400
202006,148058,891534,1,1.38,S,OAK GROVE,36.53,-83.48,3631800,8328800
202006,148058,891535,1,2.33,ESE,FAIRVIEW,36.37,-83.31,3622200,8318600
202006,148058,891536,1,0.69,N,MULBERRY GAP,36.59,-83.25,3635400,8315000
202006,148058,891537,1,0.89,NE,SNEEDVILLE,36.54,-83.21,3632400,8312600
202006,149664,902028,1,0.89,NE,ELORA,35.03,-86.36,351800,8621600
202004,147669,888594,1,0.7,NNW,RAMAH,35.0897,-87.3335,355382,8720010
202004,147669,888595,1,0.0,N,HERMITAGE,36.18,-86.62,3610800,8637200
202004,147669,888597,1,1.29,N,MONOVILLE,36.3186,-85.969,3619116,8558140
202004,147669,888598,1,0.0,N,DOVER,36.48,-87.83,3628800,8749800
202004,147669,888602,1,3.55,E,CLARKSVILLE ARPT,36.6287,-87.3569,3637722,8721414
202004,147669,888603,1,1.21,SE,OAKWOOD,36.5195,-87.5626,3631170,8733756
202004,147669,888604,1,1.63,SE,ST BETHLEHEM,36.561,-87.2826,3633660,8716956
202004,147669,888605,1,0.0,N,CLARKSVILLE,36.53,-87.35,3631800,8721000
202006,148058,891538,1,0.0,N,TURTLETOWN,35.13,-84.35,357800,8421000
202006,148058,891539,1,1.82,WNW,WOLF CREEK,35.93,-82.98,3555800,8258800
202006,150053,904740,1,1.0,S,SOLWAY,35.9655,-84.18,3557930,8410800
202006,150053,904740,2,0.0,S,POWELL,36.03,-84.03,361800,841800
202006,150053,904740,3,2.0,SE,BEARDEN,35.9095,-83.9747,3554570,8358482
202006,150053,904740,4,2.0,S,CEDAR BLUFF,35.8911,-84.1,3553466,846000
202006,150053,904741,1,5.0,NE,FRIENDSVILLE,35.8012,-84.0669,3548072,844014
202006,150053,904741,2,3.0,N,FRIENDSVILLE,35.7934,-84.13,3547604,847800
202006,150053,904741,3,0.0,E,FRIENDSVILLE,35.75,-84.13,3545000,847800
202006,150053,904741,4,4.0,E,FRIENDSVILLE,35.75,-84.0587,3545000,843522
202006,150053,904743,1,3.0,ENE,WILDWOOD,35.8166,-83.8205,3548996,8349230
202006,150053,904743,2,3.0,E,WILDWOOD,35.8,-83.8165,3548000,8348990
202006,150053,904743,3,1.0,E,WILDWOOD,35.8,-83.8522,3548000,8351132
202006,150053,904743,4,2.0,NE,WILDWOOD,35.8205,-83.8448,3549230,8350688
202004,147669,888606,1,0.0,N,BARREN PLAIN,36.6,-86.92,3636000,8655200
202004,147669,888607,1,0.85,S,SPRINGFIELD MUNI ARP,36.518,-86.9228,3631080,8655368
202004,147669,888608,1,1.48,SSE,BARREN PLAIN,36.5792,-86.9138,3634752,8654828
202004,147669,888609,1,1.0,SE,ASHLAND CITY,36.2712,-87.0559,3616272,873354
202004,147669,888611,1,1.74,ESE,BAGGETTSVILLE,36.4686,-86.6922,3628116,8641532
202004,147669,888612,1,0.0,N,HENDERSONVILLE,36.28,-86.62,3616800,8637200
202004,147669,888613,1,0.97,S,GALLATIN MUNI ARPT,36.3662,-86.4233,3621972,8625398
202004,147669,888615,1,1.51,WSW,WOODBINE,36.1113,-86.7448,366678,8644688
202004,147669,888617,1,1.44,S,KANSAS,36.4293,-86.3837,3625758,8623022
202004,147669,888618,1,3.78,WNW,OAK GROVE,36.0155,-87.5449,36930,8732694
202004,147669,888619,1,2.62,E,LEBANON ARPT,36.1829,-86.2731,3610974,8616386
202004,147669,888620,1,1.82,SE,LEEVILLE,36.181,-86.3973,3610860,8623838
202004,147669,888621,1,0.02,NNW,KLEBURNE,35.7503,-86.9802,3545018,8658812
202004,147669,888622,1,0.39,SE,PEA RIDGE,35.2158,-87.4653,3512948,8727918
202004,147670,888626,1,1.49,NNW,OLD WINESAP,35.8,-85.1599,3548000,859594
202004,147670,888626,2,1.47,NNW,OLD WINESAP,35.7999,-85.1594,3547994,859564
202004,147670,888626,3,1.49,NNW,OLD WINESAP,35.8002,-85.1594,3548012,859564
202004,147670,888626,4,1.5,NNW,OLD WINESAP,35.8003,-85.1598,3548018,859588
202004,146191,878385,1,0.69,S,HIGHLAND PARK,35.79,-84.27,3547400,8416200
202004,145808,875831,1,1.38,N,LUTTRELL,35.67,-84.53,3540200,8431800
202004,145808,875832,1,0.89,NE,EAST CLEVELAND,35.19,-84.84,3511400,8450400
202004,145808,875833,1,1.82,ENE,HARRISBURG,35.88,-83.44,3552800,8326400
202004,145835,875935,1,0.56,W,DUNLAP,35.38,-85.39,3522800,8523400
202004,145835,875936,1,0.89,SE,TELLICO PLAINS,35.36,-84.29,3521600,8417400
202004,145835,875937,1,1.7,E,CHESTUEE,35.13,-84.75,357800,8445000
202004,145835,875942,1,1.49,SSW,MONTLAKE,35.2,-85.13,3512000,857800
202004,145835,875945,1,2.36,SSW,HIWASSEE BEACH,35.19,-84.57,3511400,8434200
202004,145835,875946,1,3.13,WNW,LAWSON XRDS,35.67,-83.87,3540200,8352200
202004,145835,875947,1,0.0,N,(CHA)LOVELL FLD CHAT,35.03,-85.2,351800,8512000
202004,145835,877265,1,1.13,E,CONASAUGA,35.0,-84.73,3500,8443800
202004,146191,878380,1,1.32,WSW,BENTON SPGS,35.14,-84.65,358400,8439000
202004,146191,878381,1,1.49,NNW,GOOD SPGS,35.35,-84.58,3521000,8434800
202004,146191,878382,1,0.69,N,CHESTNUT VLY,35.43,-84.22,3525800,8413200
202004,146191,878383,1,2.35,NNE,ROSE HILL,36.33,-83.75,3619800,8345000
202004,146191,878384,1,0.0,N,CHURCH HILL,36.52,-82.72,3631200,8243200
202004,146314,879190,1,1.32,WSW,SANFORD,35.32,-84.74,3519200,8444400
202004,146314,879191,1,1.12,W,BEARDEN,35.93,-84.02,3555800,841200
202004,146314,879192,1,1.12,E,HARBISON,36.12,-83.83,367200,8349800
202006,147649,888485,1,1.81,ENE,STAUNTON MILL,36.14,-82.82,368400,8249200
202006,147649,888487,1,1.31,ENE,HALES XRDS,36.16,-83.23,369600,8313800
202004,145835,890155,1,4.0,SSW,MADISONVILLE,35.4665,-84.3972,3527990,8423832
202004,145835,890155,2,3.0,S,MADISONVILLE,35.4766,-84.37,3528596,8422200
202004,145835,890155,3,2.0,SSW,MADISONVILLE,35.4933,-84.3836,3529598,8423016
202004,145835,890155,4,3.0,SW,MADISONVILLE,35.4893,-84.4077,3529358,8424462
202004,145835,890157,1,4.0,NW,CLEVELAND,35.2109,-84.9301,3512654,8455806
202004,145835,890157,2,4.0,NE,CLEVELAND,35.2109,-84.8299,3512654,8449794
202004,145835,890157,3,7.0,SE,CLEVELAND,35.0984,-84.7924,355904,8447544
202004,145835,890157,4,7.0,SW,CLEVELAND,35.0984,-84.9676,355904,8458056
202004,145835,890160,1,3.0,W,SEYMOUR,35.88,-83.7736,3552800,8346416
202004,145835,890160,2,1.5,NW,SEYMOUR,35.8954,-83.739,3553724,8344340
202004,145835,890160,3,2.0,NE,SEYMOUR,35.9005,-83.6947,3554030,8341682
202004,145835,890160,4,2.0,SE,SEYMOUR,35.8595,-83.6947,3551570,8341682
202004,145835,890160,5,2.0,S,SEYMOUR,35.8511,-83.72,3551066,8343200
202004,145835,890160,6,3.0,SW,SEYMOUR,35.8493,-83.7579,3550958,8345474
202004,145835,890164,1,10.0,N,ATHENS,35.5947,-84.6,3535682,8436000
202004,145835,890164,2,10.0,SE,ATHENS,35.3477,-84.4745,3520862,8428470
202004,145835,890164,3,8.0,S,ATHENS,35.3342,-84.6,3520052,8436000
202004,145835,890164,4,10.0,WSW,ATHENS,35.3946,-84.7641,3523676,8445846
202006,147651,888498,1,0.89,SW,BURLINGTON,35.99,-83.86,3559400,8351600
202006,147651,888500,1,1.38,S,SPRING CITY,35.68,-84.87,3540800,8452200
202006,147649,888488,1,0.89,NE,WITT,36.16,-83.27,369600,8316200
202006,147651,888497,1,1.68,W,EUREKA,35.83,-84.71,3549800,8442600
202006,147651,888501,1,0.69,N,CONCORD,35.61,-84.92,3536600,8455200
